"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,167098,2019000841151,29257.2,2019001670981,373206,1,1,29257.2,1,0,1,56,4,6,630,0,0,10,101,1,10,53000,1,11
2019,201901,167253,2019000842842,12538.8,2019001672531,370406,1,1,12538.8,0,0,1,35,1,7,700,1,100,8,81,1,10,28800,1,11
2019,201901,167253,2019000842842,12538.8,2019001672531,370406,1,2,12538.8,0,0,2,35,1,7,700,4,413,7,71,1,10,16800,1,11
2019,201901,167408,2019000844373,4334.4,2019001674081,591706,1,3,4334.4,0,0,1,32,6,7,700,1,100,0,2,1,10,10800,1,11
2019,201901,167562,2019000846175,23994.0,2019001675621,373406,1,2,20124.0,1,0,2,52,1,7,700,4,416,3,30,1,10,40000,1,11
2019,201901,167562,2019000846175,23994.0,2019001675621,373406,1,3,27554.4,0,0,1,22,6,7,700,4,416,7,71,1,10,15600,1,11
2019,201901,168027,2019000851244,10062.0,2019001680271,730506,1,2,11919.6,0,0,2,50,1,1,100,0,0,6,63,1,10,100000,1,11
2019,201901,168646,2019000858004,13622.4,2019001686461,851006,1,1,13622.4,2,0,2,51,6,2,200,0,0,6,63,1,10,63000,1,11
2019,201901,168646,2019000858004,13622.4,2019001686461,851006,1,2,11455.2,2,0,1,62,4,2,200,0,0,10,101,1,10,24000,1,11
2019,201901,168646,2019000858004,13622.4,2019001686461,851006,1,3,22446.0,1,0,2,31,6,2,200,0,0,8,81,1,10,24400,1,11
2019,201901,168646,2019000858004,13622.4,2019001686461,851006,1,4,35604.0,0,0,1,27,6,2,200,0,0,10,101,1,10,8000,1,11
2019,201901,168646,2019000858004,13622.4,2019001686461,851006,1,5,20124.0,0,0,2,56,4,2,200,0,0,6,63,1,10,15000,1,11
2019,201901,168956,2019000861062,9288.0,2019001689561,375906,1,1,9288.0,0,0,2,62,6,1,100,0,0,6,63,1,10,125000,1,11
2019,201901,169265,2019000864380,11300.4,2019001692651,850106,1,1,11300.4,2,1,2,37,1,4,400,0,0,11,114,1,10,571000,1,11
2019,201901,169265,2019000864380,11300.4,2019001692651,850106,1,2,13158.0,2,1,1,37,1,4,400,0,0,11,115,1,10,571000,1,11
2019,201901,169420,2019000866122,6811.2,2019001694201,732006,1,1,6966.0,0,0,1,64,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,169575,2019000867845,39474.0,2019001695751,130506,1,1,39474.0,2,1,1,38,1,1,100,0,0,11,114,1,10,140000,1,11
2019,201901,169575,2019000867845,39474.0,2019001695751,130506,1,2,34210.8,2,1,2,37,1,1,100,0,0,11,116,1,10,136000,1,11
2019,201901,169575,2019000867845,39474.0,2019001695751,130506,1,5,35449.2,0,0,2,25,6,6,660,0,0,7,71,1,10,8500,1,11
2019,201901,170039,2019000872571,10990.8,2019001700391,376106,1,3,13158.0,0,0,2,62,6,1,100,0,0,10,101,1,10,6000,1,11
2019,201901,170039,2019000872571,10990.8,2019001700391,376106,1,4,15170.4,0,0,1,53,1,4,400,0,0,6,61,1,10,19000,1,11
2019,201901,170039,2019000872571,10990.8,2019001700391,376106,1,5,10990.8,0,0,2,48,1,4,400,0,0,6,63,1,10,18100,1,11
2019,201901,170658,2019000878606,46594.8,2019001706581,731406,1,1,46594.8,4,0,2,48,1,1,100,0,0,7,71,1,10,16000,1,11
2019,201901,170658,2019000878606,46594.8,2019001706581,731406,1,2,40248.0,4,0,1,45,1,1,100,0,0,7,71,1,10,20000,1,11
2019,201901,170658,2019000878606,46594.8,2019001706581,731406,1,4,50000.4,0,0,1,21,6,1,100,0,0,7,71,1,10,490,1,11
2019,201901,170813,2019000880168,8668.8,2019001708131,371706,1,1,8514.0,0,0,1,64,1,4,400,0,0,10,101,1,10,48000,1,11
2019,201901,170813,2019000880168,8668.8,2019001708131,371706,1,2,9442.8,0,0,2,64,1,4,400,0,0,6,61,1,10,24000,1,11
2019,201901,171123,2019000883248,9907.2,2019001711231,591606,1,1,9907.2,0,0,1,21,6,7,700,1,100,6,63,1,10,35000,1,11
2019,201901,171123,2019000883248,9907.2,2019001711231,591606,1,2,15325.2,0,0,1,25,6,7,700,1,100,6,63,1,10,42000,1,11
2019,201901,171278,2019000885007,9288.0,2019001712781,850506,1,1,9288.0,4,0,1,53,1,1,100,0,0,6,65,1,10,54000,1,11
2019,201901,171278,2019000885007,9288.0,2019001712781,850506,1,2,8668.8,4,0,2,39,1,7,700,4,423,5,50,1,10,0,1,11
2019,201901,171278,2019000885007,9288.0,2019001712781,850506,1,3,12538.8,0,0,1,19,6,1,100,0,0,8,81,1,10,3000,1,11
2019,201901,171432,2019000886626,6656.4,2019001714321,590506,1,1,6811.2,2,0,2,51,4,3,312,0,0,11,114,1,10,100000,1,11
2019,201901,172052,2019000892986,9597.6,2019001720521,10706,1,1,9597.6,0,0,2,44,6,1,100,0,0,11,114,1,10,90000,1,11
2019,201901,172206,2019000894520,32353.2,2019001722061,970206,1,2,40712.4,3,0,2,43,1,1,100,0,0,7,71,1,10,115000,1,11
2019,201901,172206,2019000894520,32353.2,2019001722061,970206,1,3,28792.8,0,0,1,21,6,1,100,0,0,6,64,1,10,31300,1,11
2019,201901,172206,2019000894520,32353.2,2019001722061,970206,1,4,28792.8,0,0,1,20,6,1,100,0,0,6,63,1,10,12000,1,11
2019,201901,172206,2019000894520,32353.2,2019001722061,970206,1,6,19659.6,3,0,1,32,1,6,680,0,0,6,63,1,10,4600,1,11
2019,201901,172361,2019000896044,3870.0,2019001723611,371506,1,1,3870.0,0,0,2,35,6,1,100,1,100,6,65,1,10,54000,1,11
2019,201901,172361,2019000896044,3870.0,2019001723611,371506,1,2,3870.0,0,0,1,38,6,9,963,0,0,7,71,1,10,12000,1,11
2019,201901,172671,2019000899211,67647.6,2019001726711,610106,1,1,67802.4,3,0,2,43,1,2,200,0,0,10,101,1,10,120000,1,11
2019,201901,172671,2019000899211,67647.6,2019001726711,610106,1,2,24303.6,3,0,1,62,1,2,200,0,0,11,114,1,10,96000,1,11
2019,201901,172980,2019000902488,1548.0,2019001729801,470106,1,1,1548.0,4,0,1,42,1,1,100,1,100,3,30,1,10,22000,1,11
2019,201901,172980,2019000902488,1548.0,2019001729801,470106,1,3,1702.8,0,0,2,24,6,1,100,1,100,8,81,1,10,8900,1,11
2019,201901,172980,2019000902488,1548.0,2019001729801,470106,1,4,1857.6,0,0,1,21,6,1,100,1,100,7,71,1,10,15000,1,11
2019,201901,173135,2019000903932,32198.4,2019001731351,710806,1,2,24303.6,1,0,1,52,1,2,200,0,0,6,63,1,10,30000,1,11
2019,201901,173290,2019000905676,9597.6,2019001732901,591106,1,1,9752.4,2,0,2,55,1,1,100,0,0,8,81,1,10,68000,1,11
2019,201901,173290,2019000905676,9597.6,2019001732901,591106,1,2,9597.6,2,0,1,57,1,1,100,0,0,6,65,1,10,0,1,11
2019,201901,173290,2019000905676,9597.6,2019001732901,591106,1,3,12693.6,0,0,2,21,6,1,100,0,0,6,65,1,10,5000,1,11
2019,201901,173290,2019000905676,9597.6,2019001732901,591106,1,4,13932.0,0,0,2,18,6,1,100,0,0,5,50,1,10,2500,1,11
2019,201901,173290,2019000905676,9597.6,2019001732901,591106,1,5,10681.2,0,0,2,54,6,1,100,0,0,10,101,1,10,80000,1,11
2019,201901,173600,2019000908531,29102.4,2019001736001,830206,1,3,33282.0,0,0,1,27,6,1,100,1,100,8,81,1,10,42000,1,11
2019,201901,173600,2019000908531,29102.4,2019001736001,830206,1,4,39164.4,0,0,1,20,6,1,100,1,100,6,63,1,10,16000,1,11
2019,201901,173754,2019000910026,6346.8,2019001737541,670506,1,1,6346.8,1,0,2,59,1,1,100,0,0,6,65,1,10,130000,1,11
2019,201901,173754,2019000910026,6346.8,2019001737541,670506,1,3,12538.8,0,0,1,35,4,1,100,0,0,8,81,1,10,20000,1,11
2019,201901,173909,2019000911700,20588.4,2019001739091,10606,1,1,20588.4,2,0,2,53,1,1,100,0,0,11,114,1,10,0,1,11
2019,201901,173909,2019000911700,20588.4,2019001739091,10606,1,3,23684.4,0,0,2,24,6,1,100,0,0,10,101,1,10,52000,1,11
2019,201901,173909,2019000911700,20588.4,2019001739091,10606,1,4,18576.0,0,0,1,21,6,1,100,0,0,6,63,1,10,9000,1,11
2019,201901,174219,2019000914572,6966.0,2019001742191,470206,1,1,6966.0,1,0,2,35,6,1,100,1,100,6,65,1,10,0,1,11
2019,201901,174219,2019000914572,6966.0,2019001742191,470206,1,2,7430.4,1,0,1,35,6,1,100,1,100,6,64,1,10,30000,1,11
2019,201901,174374,2019000916158,21362.4,2019001743741,373606,1,1,21362.4,3,1,1,39,1,4,400,0,0,11,116,1,10,90000,1,11
2019,201901,174374,2019000916158,21362.4,2019001743741,373606,1,2,19969.2,3,1,2,39,1,4,400,0,0,11,114,1,10,90000,1,11
2019,201901,174683,2019000919454,28328.4,2019001746831,651506,1,1,28483.2,0,0,2,60,2,2,200,0,0,11,115,1,10,165000,1,11
2019,201901,174838,2019000921197,17182.8,2019001748381,374006,1,3,15634.8,0,0,1,53,6,1,100,1,100,10,101,1,10,50000,1,11
2019,201901,174993,2019000922844,5263.2,2019001749931,730106,1,1,5263.2,0,0,1,51,6,1,100,0,0,6,65,1,10,87000,1,11
2019,201901,174993,2019000922844,5263.2,2019001749931,730106,1,2,7585.2,0,0,1,49,4,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,175457,2019000927658,17956.8,2019001754571,373006,1,1,17956.8,0,0,2,31,4,6,620,0,0,10,101,1,10,90000,1,11
2019,201901,175922,2019000932998,7275.6,2019001759221,550006,1,1,7275.6,2,0,1,54,1,1,100,0,0,6,65,1,10,60000,1,11
2019,201901,175922,2019000932998,7275.6,2019001759221,550006,1,2,5108.4,2,0,2,51,1,1,100,0,0,8,81,1,10,70000,1,11
2019,201901,176076,2019000934571,6192.0,2019001760761,10106,1,1,6037.2,0,0,1,24,6,6,620,0,0,10,101,1,10,10000,1,11
2019,201901,176386,2019000937744,4953.6,2019001763861,130206,1,1,4953.6,1,1,1,41,1,1,100,0,0,11,116,1,10,180000,1,11
2019,201901,176386,2019000937744,4953.6,2019001763861,130206,1,2,3715.2,1,1,2,41,1,1,100,0,0,11,114,1,10,170000,1,11
2019,201901,176541,2019000939191,17028.0,2019001765411,10106,1,1,17028.0,0,0,1,32,1,1,100,0,0,10,101,1,10,130000,1,11
2019,201901,176541,2019000939191,17028.0,2019001765411,10106,1,2,19969.2,0,0,2,32,1,1,100,0,0,11,114,1,10,60000,1,11
2019,201901,176696,2019000940828,11610.0,2019001766961,651306,1,1,11764.8,0,0,1,36,6,1,100,0,0,7,71,1,10,25000,1,11
2019,201901,176850,2019000942388,27554.4,2019001768501,372906,1,1,27709.2,2,0,2,32,6,7,700,1,100,10,101,1,10,34300,1,11
2019,201901,177005,2019000943915,14241.6,2019001770051,550006,1,1,14241.6,0,0,1,62,1,1,100,0,0,11,115,1,10,182000,1,11
2019,201901,177005,2019000943915,14241.6,2019001770051,550006,1,2,15944.4,0,0,2,61,1,1,100,0,0,11,115,1,10,118000,1,11
2019,201901,177160,2019000945524,5882.4,2019001771601,730306,1,1,6037.2,2,0,1,37,6,7,700,1,100,0,2,1,10,50000,1,11
2019,201901,177160,2019000945524,5882.4,2019001771601,730306,1,4,8668.8,0,0,1,37,6,7,700,1,100,0,2,1,10,23000,2,20
2019,201901,177315,2019000947061,19195.2,2019001773151,651506,1,1,19350.0,2,0,1,43,1,1,100,0,0,7,71,1,10,95000,1,11
2019,201901,177315,2019000947061,19195.2,2019001773151,651506,1,2,17182.8,2,0,2,44,1,1,100,0,0,11,115,1,10,73000,1,11
2019,201901,177470,2019000948875,8514.0,2019001774701,731606,1,1,8359.2,0,0,1,37,6,1,100,0,0,11,114,1,10,0,1,11
2019,201901,177624,2019000950464,11300.4,2019001776241,950206,1,3,41641.2,0,0,2,28,6,3,312,0,0,10,101,1,10,36000,1,11
2019,201901,177779,2019000952070,5882.4,2019001777791,370806,1,1,5882.4,0,0,1,36,4,1,100,0,0,6,63,1,10,100000,1,11
2019,201901,177934,2019000953692,9752.4,2019001779341,374006,1,2,8514.0,0,0,2,62,1,1,100,1,100,6,65,1,10,13000,1,11
2019,201901,178089,2019000955217,8359.2,2019001780891,711106,1,1,8514.0,1,0,1,62,1,1,100,1,100,10,101,1,10,58000,1,11
2019,201901,178089,2019000955217,8359.2,2019001780891,711106,1,2,6966.0,1,0,2,62,1,1,100,0,0,10,101,1,10,68000,1,11
2019,201901,178244,2019000956976,30340.8,2019001782441,670806,1,1,30495.6,0,0,1,49,3,7,700,1,100,3,30,1,10,41600,1,11
2019,201901,178553,2019000960405,11764.8,2019001785531,590706,1,1,11764.8,2,0,1,39,1,1,100,0,0,7,71,1,10,76000,1,11
2019,201901,179172,2019000966846,8514.0,2019001791721,371006,1,1,8514.0,2,1,2,32,4,1,100,1,100,6,63,1,10,32000,1,11
2019,201901,179172,2019000966846,8514.0,2019001791721,371006,1,2,10526.4,2,1,1,34,3,7,700,1,100,6,63,1,10,38000,1,11
2019,201901,179482,2019000970040,8978.4,2019001794821,711406,1,1,9133.2,2,1,1,45,1,1,100,4,498,7,71,1,10,0,1,11
2019,201901,179482,2019000970040,8978.4,2019001794821,711406,1,2,10062.0,2,1,2,42,1,1,100,0,0,7,71,1,10,16800,1,11
2019,201901,179637,2019000971528,7430.4,2019001796371,1130006,1,1,7430.4,0,0,2,30,6,1,100,0,0,10,101,1,10,28000,1,11
2019,201901,179637,2019000971528,7430.4,2019001796371,1130006,1,2,7430.4,0,0,1,27,6,4,400,0,0,10,101,1,10,52000,1,11
2019,201901,179946,2019000974665,2167.2,2019001799461,330006,1,1,2167.2,1,0,1,65,3,3,362,0,0,6,65,1,10,45000,1,11
2019,201901,180256,2019000977911,6037.2,2019001802561,590706,1,2,9442.8,1,1,2,26,6,1,100,1,100,7,71,1,10,15800,1,11
2019,201901,180256,2019000977911,6037.2,2019001802561,590706,1,6,13932.0,5,0,1,52,1,1,100,1,100,6,63,1,10,36000,1,11
2019,201901,180256,2019000977911,6037.2,2019001802561,590706,1,8,8204.4,0,0,2,39,6,1,100,1,100,8,81,1,10,4800,1,11
2019,201901,180566,2019000981218,14860.8,2019001805661,376906,1,1,14860.8,0,0,2,52,4,2,200,0,0,10,101,1,10,18000,1,11
2019,201901,180720,2019000982946,29876.4,2019001807201,810406,1,1,29721.6,1,1,2,42,1,1,100,0,0,10,101,1,10,45900,1,11
2019,201901,180720,2019000982946,29876.4,2019001807201,810406,1,2,29102.4,1,1,1,49,1,1,100,0,0,10,101,1,10,300000,1,11
2019,201901,180875,2019000984693,7120.8,2019001808751,710906,1,2,6966.0,1,0,1,50,1,7,700,1,100,3,30,1,10,6500,1,11
2019,201901,180875,2019000984693,7120.8,2019001808751,710906,1,3,11145.6,4,1,2,28,1,7,700,1,100,6,63,1,10,0,1,11
2019,201901,180875,2019000984693,7120.8,2019001808751,710906,1,10,13312.8,4,1,1,29,1,7,700,1,100,6,61,1,10,0,1,11
2019,201901,181030,2019000986319,24922.8,2019001810301,650506,1,3,35758.8,0,0,2,24,6,1,100,1,100,6,65,1,10,29700,1,11
2019,201901,181185,2019000988069,17956.8,2019001811851,372406,1,2,23065.2,2,0,1,43,1,7,700,1,100,6,65,1,10,0,1,11
2019,201901,181340,2019000989483,10216.8,2019001813401,130506,1,1,10062.0,1,0,1,62,1,4,400,0,0,10,101,1,10,124000,1,11
2019,201901,181649,2019000992693,30960.0,2019001816491,1110306,1,1,30960.0,0,0,1,44,1,1,100,1,100,1,17,1,10,30000,1,11
2019,201901,181804,2019000994412,4644.0,2019001818041,10106,1,2,5108.4,0,0,1,28,1,1,100,0,0,6,65,1,10,43000,1,11
2019,201901,181959,2019000995897,10062.0,2019001819591,10206,1,1,10062.0,3,1,2,39,1,4,400,0,0,11,115,1,10,35900,1,11
2019,201901,181959,2019000995897,10062.0,2019001819591,10206,1,2,11610.0,3,1,1,38,1,4,400,0,0,11,115,1,10,144000,1,11
2019,201901,182114,2019000997449,45356.4,2019001821141,730706,1,1,45356.4,1,1,1,44,1,1,100,0,0,7,71,1,10,150000,1,11
2019,201901,182114,2019000997449,45356.4,2019001821141,730706,1,2,35449.2,1,1,2,35,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,182268,2019000999173,7120.8,2019001822681,770406,1,1,7120.8,0,0,1,54,6,1,100,0,0,7,71,1,10,25000,2,20
2019,201901,182578,2019001002773,14396.4,2019001825781,370206,1,1,14396.4,2,0,1,55,1,1,100,0,0,6,64,1,10,197000,1,11
2019,201901,182733,2019001004306,10836.0,2019001827331,372206,1,1,10990.8,0,0,1,50,6,1,100,0,0,7,71,1,10,33000,2,20
2019,201901,182888,2019001005933,9907.2,2019001828881,371906,1,1,9907.2,3,0,1,45,1,1,100,1,100,3,30,1,10,35000,1,11
2019,201901,182888,2019001005933,9907.2,2019001828881,371906,1,3,7275.6,0,0,2,18,6,1,100,1,100,6,63,1,10,200,1,11
2019,201901,183042,2019001007241,15170.4,2019001830421,1110106,1,1,15170.4,0,0,2,46,1,1,100,0,0,11,115,1,10,125000,1,11
2019,201901,183042,2019001007241,15170.4,2019001830421,1110106,1,2,12384.0,0,0,1,50,1,1,100,0,0,10,101,1,10,45000,1,11
2019,201901,183197,2019001008677,19659.6,2019001831971,670106,1,1,19659.6,0,0,1,34,6,1,100,0,0,10,101,1,10,59000,1,11
2019,201901,183197,2019001008677,19659.6,2019001831971,670106,1,2,25077.6,0,0,1,31,6,1,100,0,0,6,64,1,10,19800,1,11
2019,201901,183352,2019001010485,12384.0,2019001833521,750106,1,1,12384.0,3,0,1,47,1,1,100,0,0,11,114,1,10,571000,1,11
2019,201901,183507,2019001012169,25851.6,2019001835071,375606,1,2,23994.0,2,1,1,33,1,7,700,1,100,6,61,1,10,16000,1,11
2019,201901,183971,2019001017290,2631.6,2019001839711,650206,1,2,2631.6,0,0,1,59,4,1,100,0,0,7,71,1,10,12000,1,11
2019,201901,184126,2019001018831,8823.6,2019001841261,375506,1,3,10216.8,0,0,2,36,2,1,100,0,0,6,63,1,10,45000,1,11
2019,201901,184281,2019001020256,8514.0,2019001842811,290206,1,1,8514.0,0,0,2,56,6,2,200,0,0,11,114,1,10,8000,1,11
2019,201901,184436,2019001021878,19659.6,2019001844361,711306,1,1,19659.6,0,0,1,40,6,2,200,2,200,6,65,1,10,0,1,11
2019,201901,184590,2019001023545,25232.4,2019001845901,1070106,1,1,25232.4,2,0,2,57,4,1,100,0,0,1,17,1,10,8300,1,11
2019,201901,184745,2019001025230,8668.8,2019001847451,290506,1,1,8823.6,0,0,1,59,1,1,100,0,0,8,81,1,10,122000,1,11
2019,201901,184745,2019001025230,8668.8,2019001847451,290506,1,2,13003.2,0,0,2,43,1,1,100,0,0,6,63,1,10,39000,1,11
2019,201901,185210,2019001030050,7275.6,2019001852101,591806,1,1,7275.6,0,0,1,40,6,1,100,0,0,10,101,1,10,40500,1,11
2019,201901,185210,2019001030050,7275.6,2019001852101,591806,1,2,5882.4,0,0,2,31,6,6,640,0,0,10,101,1,10,85000,1,11
2019,201901,185364,2019001031861,11919.6,2019001853641,375106,1,1,11919.6,1,0,2,47,6,2,200,0,0,7,71,1,12,46000,1,11
2019,201901,185519,2019001033711,5108.4,2019001855191,870106,1,1,5108.4,0,0,2,57,1,1,100,0,0,11,114,1,10,150000,1,11
2019,201901,185519,2019001033711,5108.4,2019001855191,870106,1,2,6501.6,0,0,1,61,1,1,100,0,0,7,71,1,10,0,1,11
2019,201901,185829,2019001036761,10216.8,2019001858291,850106,1,1,10062.0,1,0,1,57,4,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,185984,2019001038341,14551.2,2019001859841,650706,1,1,14706.0,1,1,1,31,6,1,100,0,0,2,26,1,10,46000,1,11
2019,201901,185984,2019001038341,14551.2,2019001859841,650706,1,2,12693.6,1,1,2,28,6,7,700,1,100,8,81,1,10,27000,1,11
2019,201901,186138,2019001039978,19504.8,2019001861381,731306,1,1,19504.8,0,0,2,41,6,6,610,0,0,11,116,1,10,25000,1,11
2019,201901,186293,2019001041497,26780.4,2019001862931,850906,1,2,30650.4,0,0,1,49,1,7,700,1,100,7,71,1,10,65000,1,11
2019,201901,186448,2019001042959,4489.2,2019001864481,290206,1,1,4334.4,0,0,1,63,1,1,100,0,0,10,101,1,10,243000,1,11
2019,201901,186912,2019001047971,12384.0,2019001869121,830206,1,3,11919.6,0,0,1,45,6,1,100,0,0,8,81,1,10,58000,1,11
2019,201901,187067,2019001049446,7740.0,2019001870671,730106,1,3,13932.0,0,0,1,46,4,6,600,0,0,6,63,1,10,52000,1,11
2019,201901,187377,2019001052869,8978.4,2019001873771,710806,1,2,14086.8,1,0,1,53,4,7,700,1,100,6,63,1,10,0,1,11
2019,201901,187377,2019001052869,8978.4,2019001873771,710806,1,3,14086.8,0,0,1,52,4,7,700,1,100,6,63,1,10,32000,1,11
2019,201901,187532,2019001054448,17647.2,2019001875321,732006,1,1,17802.0,2,0,1,57,1,1,100,0,0,6,65,1,10,85000,1,11
2019,201901,187532,2019001054448,17647.2,2019001875321,732006,1,2,21207.6,2,0,2,52,1,1,100,0,0,10,101,1,10,4500,1,11
2019,201901,187686,2019001056199,8204.4,2019001876861,373606,1,1,8204.4,1,0,1,60,1,4,400,0,0,7,71,1,10,114000,1,11
2019,201901,187686,2019001056199,8204.4,2019001876861,373606,1,3,10062.0,0,0,2,33,6,4,400,0,0,11,115,1,10,120000,1,11
2019,201901,187996,2019001059755,9288.0,2019001879961,190506,1,1,9288.0,3,0,1,54,1,1,100,1,100,2,26,1,10,0,1,11
2019,201901,187996,2019001059755,9288.0,2019001879961,190506,1,3,11610.0,0,0,1,28,6,1,100,1,100,7,71,1,10,68000,1,11
2019,201901,187996,2019001059755,9288.0,2019001879961,190506,1,4,12384.0,0,0,2,24,6,1,100,1,100,7,71,1,10,700,1,11
2019,201901,188151,2019001061217,14241.6,2019001881511,670706,1,1,14241.6,0,0,1,43,4,1,100,0,0,10,101,1,10,180000,1,11
2019,201901,188306,2019001062863,7120.8,2019001883061,375406,1,1,7120.8,2,0,1,49,1,6,671,0,0,10,101,1,10,86000,1,11
2019,201901,188306,2019001062863,7120.8,2019001883061,375406,1,2,6811.2,2,0,2,48,1,4,410,0,0,11,114,1,10,100000,1,11
2019,201901,188770,2019001067403,7275.6,2019001887701,830206,1,1,7275.6,2,0,1,52,1,7,700,1,100,2,23,1,10,571000,1,13
2019,201901,188770,2019001067403,7275.6,2019001887701,830206,1,2,6811.2,2,0,2,47,1,7,700,1,100,2,26,1,10,15000,1,11
2019,201901,188925,2019001068952,7275.6,2019001889251,810506,1,2,8823.6,0,0,1,64,1,1,100,0,0,10,101,1,10,250000,1,11
2019,201901,189080,2019001070669,15480.0,2019001890801,590606,1,1,15325.2,2,2,2,33,1,4,400,0,0,11,115,1,10,83000,1,11
2019,201901,189080,2019001070669,15480.0,2019001890801,590606,1,2,14241.6,2,2,1,32,1,1,100,0,0,11,115,1,10,45000,1,11
2019,201901,189234,2019001072189,8823.6,2019001892341,731306,1,2,7894.8,1,1,1,30,1,1,100,0,0,10,101,1,10,96000,2,20
2019,201901,189699,2019001076909,11145.6,2019001896991,850406,1,1,11145.6,1,0,1,58,1,8,884,0,0,10,101,1,10,48000,1,11
2019,201901,189699,2019001076909,11145.6,2019001896991,850406,1,2,11455.2,1,0,2,57,1,8,884,0,0,8,81,1,10,48000,1,11
2019,201901,189699,2019001076909,11145.6,2019001896991,850406,1,3,14860.8,0,0,1,28,6,6,610,0,0,10,101,1,10,50000,1,11
2019,201901,189854,2019001078260,12848.4,2019001898541,591606,1,1,12848.4,0,0,1,30,6,1,100,1,100,7,71,1,10,0,1,11
2019,201901,189854,2019001078260,12848.4,2019001898541,591606,1,2,16099.2,0,0,2,27,4,1,100,0,0,7,71,1,10,15000,2,20
2019,201901,189854,2019001078260,12848.4,2019001898541,591606,1,3,18576.0,0,0,2,27,6,1,100,0,0,6,63,1,10,38000,1,11
2019,201901,190008,2019001079845,7740.0,2019001900081,373806,1,1,7740.0,1,0,1,27,1,1,100,1,100,8,81,1,10,80000,1,11
2019,201901,190008,2019001079845,7740.0,2019001900081,373806,1,2,6656.4,1,0,2,26,1,1,100,1,100,8,81,1,10,35000,1,11
2019,201901,190163,2019001081437,11919.6,2019001901631,374706,1,1,11919.6,1,0,1,51,1,7,700,1,100,2,23,1,10,0,1,11
2019,201901,190163,2019001081437,11919.6,2019001901631,374706,1,2,11145.6,1,0,2,49,1,7,700,1,100,2,23,1,10,32000,1,11
2019,201901,190163,2019001081437,11919.6,2019001901631,374706,1,3,14241.6,1,1,2,27,6,7,700,1,100,6,65,1,10,31000,1,11
2019,201901,190318,2019001083236,31888.8,2019001903181,373806,1,2,37926.0,0,0,1,52,3,6,640,0,0,6,64,1,10,16000,1,11
2019,201901,190318,2019001083236,31888.8,2019001903181,373806,1,3,41950.8,0,0,1,42,1,6,640,0,0,6,63,1,10,35000,1,11
2019,201901,190318,2019001083236,31888.8,2019001903181,373806,1,4,39319.2,0,0,2,32,1,6,640,0,0,6,64,1,10,12000,1,11
2019,201901,190473,2019001084778,11610.0,2019001904731,711006,1,1,11455.2,0,0,2,60,6,1,100,0,0,6,63,1,10,0,1,11
2019,201901,190628,2019001086495,8668.8,2019001906281,373606,1,1,8668.8,0,0,1,31,2,4,400,0,0,11,116,1,10,96000,1,11
2019,201901,190628,2019001086495,8668.8,2019001906281,373606,1,2,7430.4,0,0,1,28,6,4,400,0,0,10,101,1,10,52000,1,11
2019,201901,190628,2019001086495,8668.8,2019001906281,373606,1,4,8823.6,2,0,2,64,1,4,400,0,0,10,101,1,10,6900,1,11
2019,201901,190782,2019001088147,27090.0,2019001907821,670806,1,2,27864.0,2,0,1,43,1,7,700,1,100,2,26,1,10,32000,1,11
2019,201901,190937,2019001089822,14706.0,2019001909371,371406,1,2,14086.8,0,0,2,57,5,1,100,0,0,6,63,1,10,25000,1,11
2019,201901,190937,2019001089822,14706.0,2019001909371,371406,1,3,12384.0,0,0,2,24,6,1,100,0,0,7,71,1,10,24000,1,11
2019,201901,191402,2019001094565,15789.6,2019001914021,373306,1,1,15944.4,2,0,2,52,4,6,620,0,0,6,63,1,10,24000,1,11
2019,201901,191402,2019001094565,15789.6,2019001914021,373306,1,6,13622.4,2,1,1,32,1,7,700,1,100,6,61,1,10,50000,1,11
2019,201901,191556,2019001096097,11455.2,2019001915561,830306,1,1,11610.0,1,0,2,43,1,1,100,0,0,11,116,1,10,86000,1,11
2019,201901,191556,2019001096097,11455.2,2019001915561,830306,1,2,12538.8,1,0,1,43,1,1,100,0,0,11,114,1,10,145000,1,11
2019,201901,191556,2019001096097,11455.2,2019001915561,830306,1,4,17337.6,0,0,2,25,6,8,801,0,0,10,101,1,10,60000,1,11
2019,201901,191711,2019001097764,20278.8,2019001917111,731306,1,1,20278.8,2,0,1,42,1,1,100,0,0,8,81,1,10,56000,1,11
2019,201901,191866,2019001099458,9907.2,2019001918661,711406,1,2,9133.2,1,0,2,43,1,1,100,1,100,6,65,1,10,48900,1,11
2019,201901,192176,2019001102550,8978.4,2019001921761,1110306,1,1,8978.4,2,0,1,43,1,1,100,1,100,2,23,1,10,67000,1,11
2019,201901,192176,2019001102550,8978.4,2019001921761,1110306,1,2,7585.2,2,0,2,39,1,1,100,1,100,8,81,1,10,0,1,11
2019,201901,192640,2019001107574,8514.0,2019001926401,370206,1,1,8668.8,3,0,1,64,1,2,200,0,0,11,114,1,10,23000,1,11
